timestamp,open,high,low,close,volume
2020-04-07,1575.0000,1577.7000,1518.7000,1555.2000,351175
2020-04-03,1572.7844,1584.5374,1566.5363,1575.0000,430314
2020-04-01,1584.2400,1587.9620,1569.6050,1572.7844,262392
2020-03-31,1588.9958,1594.1077,1577.3129,1584.2400,617743
2020-03-30,1588.5604,1600.8509,1573.7256,1588.9958,165822
2020-03-27,1601.4697,1603.8851,1585.5934,1588.5604,623939
2020-03-26,1607.2112,1617.0345,1589.4762,1601.4697,769650
2020-03-25,1609.9758,1621.2504,1607.0818,1607.2112,306156
2020-03-24,1617.3352,1621.1576,1594.0507,1609.9758,495584
2020-03-23,1621.9474,1630.5566,1607.1009,1617.3352,906177
2020-03-20,1621.5472,1632.0634,1613.4902,1621.9474,388387
2020-03-19,1624.5901,1627.6408,1619.3666,1621.5472,794503
2020-03-18,1627.8897,1631.5848,1611.2878,1624.5901,299508
2020-03-17,1629.4235,1634.2727,1624.6799,1627.8897,102445
2020-03-16,1633.8668,1639.6033,1621.2741,1629.4235,176348
2020-03-13,1636.2614,1642.0949,1632.1518,1633.8668,732644
2020-03-12,1642.7378,1652.4713,1631.2780,1636.2614,331036
2020-03-11,1643.9448,1652.2750,1636.7539,1642.7378,602956
2020-03-09,1649.0791,1649.4571,1630.8257,1643.9448,210944
2020-03-06,1646.2534,1656.0286,1645.5295,1649.0791,205343
2020-03-05,1645.3652,1662.6475,1638.1946,1646.2534,887777
2020-03-04,1637.0188,1654.6294,1633.0018,1645.3652,197705
2020-03-03,1636.2732,1641.8979,1620.7035,1637.0188,497612
2020-03-02,1637.8523,1644.2638,1633.3431,1636.2732,129573
2020-02-28,1638.1886,1638.6453,1637.7162,1637.8523,962602
2020-02-27,1637.0956,1650.6239,1635.1301,1638.1886,381061
2020-02-26,1641.2791,1644.8497,1631.3692,1637.0956,663902
2020-02-25,1643.0345,1648.0980,1632.8766,1641.2791,169785
2020-02-24,1635.1681,1645.9654,1627.5460,1643.0345,815583
2020-02-20,1638.3427,1643.0568,1621.7747,1635.1681,82279
2020-02-19,1637.1927,1638.7440,1635.0695,1638.3427,610523
2020-02-18,1636.4891,1641.8235,1625.4768,1637.1927,714737
2020-02-17,1623.5890,1636.8612,1620.3440,1636.4891,287658
2020-02-14,1625.2751,1633.7255,1622.2685,1623.5890,612122
2020-02-13,1618.4997,1638.1720,1613.5375,1625.2751,230103
2020-02-12,1614.8491,1627.1326,1613.1065,1618.4997,44359
2020-02-11,1604.5164,1615.5546,1598.9362,1614.8491,151599
2020-02-10,1609.0994,1612.3925,1589.8770,1604.5164,634220
2020-02-07,1601.9849,1609.3335,1595.4373,1609.0994,311689
2020-02-06,1607.8098,1615.3515,1600.0759,1601.9849,917738
2020-02-05,1607.5181,1623.1862,1600.4154,1607.8098,219819
2020-02-04,1613.5623,1615.4064,1606.9008,1607.5181,325542
2020-02-03,1611.8722,1615.4510,1599.6421,1613.5623,995678
